Name,Type,County,ElectionDate,Amount,Purpose,Description,PropNumber,VotesFor,VotesAgainst,Result
Harris County MUD 055,WD,Harris,5/4/24,177000000,Refund,Refunding,B,48,40,Carried
Harris County MUD 055,WD,Harris,5/4/24,118000000,Other,"Water, Sewer, & Drainage",A,48,40,Carried
Montgomery-Grimes County MUD 146B,WD,"Montgomery, Grimes",5/4/24,96300000,Refund,Roads & Refunding Roads,G,2,0,Carried
Comal County WID 3,WD,Comal,5/4/24,116500000,Other,Parks & Recreation,D,1,0,Carried
Williamson County MUD 49,WD,Williamson,5/4/24,175000000,Refund,Refunding,D,1,0,Carried
Williamson County MUD 49,WD,Williamson,5/4/24,140000000,Other,Utility,C,1,0,Carried
Montgomery-Grimes County MUD 146B,WD,"Montgomery, Grimes",5/4/24,38650000,Refund,Recreation & Refunding,F,2,0,Carried
Atlas Ranch MUD 1,WD,Williamson,5/4/24,552000000,Other,"Water, Sewer, & Drainage",C,1,0,Carried
Atlas Ranch MUD 1,WD,Williamson,5/4/24,450000000,Refund,Roads and Refunding,G,1,0,Carried
Williamson County MUD 49,WD,Williamson,5/4/24,75000000,Refund,Roads & Refunding Roads,F,1,0,Carried
Montgomery County MUD 153,WD,Montgomery,5/4/24,200022752,Other,Recreation & Refunding,C,2,0,Carried
Atlas Ranch MUD 1,WD,Williamson,5/4/24,86000000,Other,Parks & Recreation,D,1,0,Carried
Montgomery-Grimes County MUD 146B,WD,"Montgomery, Grimes",5/4/24,96300000,Other,Road,D,2,0,Carried
Montgomery County MUD 238,WD,Montgomery,5/4/24,64000000,Refund,Refunding,E,2,0,Carried
Montgomery County MUD 238,WD,Montgomery,5/4/24,4000000,Other,Parks & Recreation,D,2,0,Carried
Comal County WID 3,WD,Comal,5/4/24,635000000,Other,Road,C,1,0,Carried
Comal County WID 3,WD,Comal,5/4/24,635000000,Refund,Roads & Refunding Roads,F,1,0,Carried
Montgomery County MUD 173,WD,Montgomery,5/4/24,51150000,Other,Road,B,2,0,Carried
Comal County WID 3,WD,Comal,5/4/24,1486000000,Other,"Water, Sewer, & Drainage",B,1,0,Carried
Montgomery County MUD 173,WD,Montgomery,5/4/24,190000000,Other,"Water, Sewer, & Drainage",A,2,0,Carried
Atlas Ranch MUD 1,WD,Williamson,5/4/24,300000000,Other,Road,E,1,0,Carried
Montgomery County MUD 153,WD,Montgomery,5/4/24,327000000,Other,"Water, Sewer, Drainage, & Refunding",B,2,0,Carried
Montgomery County MUD 173,WD,Montgomery,5/4/24,8850000,Other,Parks & Recreation,C,2,0,Carried
Cresswind Cove MUD 1,WD,Chambers,5/4/24,75900000,Refund,Roads & Refunding Roads,E,1,0,Carried
Williamson County MUD 49,WD,Williamson,5/4/24,26875000,Refund,Recreation & Refunding,H,1,0,Carried
Harris County WCID 110,WD,Harris,5/4/24,10550000,Other,Park,B,1,0,Carried
Montgomery-Grimes County MUD 146B,WD,"Montgomery, Grimes",5/4/24,209000000,Refund,"Water, Sewer, Drainage, & Refunding",E,2,0,Carried
Williamson County MUD 49,WD,Williamson,5/4/24,60000000,Other,Road,E,1,0,Carried
Montgomery County MUD 238,WD,Montgomery,5/4/24,30000000,Other,Road,C,2,0,Carried
Harris County WCID 110,WD,Harris,5/4/24,34950000,Other,"Water, Sewer, & Drainage",A,1,0,Carried
Cresswind Cove MUD 1,WD,Chambers,5/4/24,117300000,Refund,"Water, Sewer, Drainage, & Refunding",D,1,0,Carried
Montgomery County MUD 238,WD,Montgomery,5/4/24,30000000,Other,"Water, Sewer, & Drainage",B,2,0,Carried
Comal County WID 3,WD,Comal,5/4/24,1486000000,Refund,"Water, Sewer, Drainage & Refunding",E,1,0,Carried
Atlas Ranch MUD 1,WD,Williamson,5/4/24,828000000,Refund,"Water, Sewer, Drainage, & Refunding",F,1,0,Carried
Montgomery County MUD 153,WD,Montgomery,5/4/24,238500000,Other,Roads & Refunding Roads,D,2,0,Carried
Montgomery-Grimes County MUD 146B,WD,"Montgomery, Grimes",5/4/24,38650000,Other,Recreation,C,2,0,Carried
Cresswind Cove MUD 1,WD,Chambers,5/4/24,50600000,Other,Road,C,1,0,Carried
Montgomery-Grimes County MUD 146B,WD,"Montgomery, Grimes",5/4/24,209000000,Other,"Water, Sewer, & Drainage",B,2,0,Carried
Comal County WID 3,WD,Comal,5/4/24,116500000,Refund,"Parks, Recreation and Refunding",G,1,0,Carried
Cresswind Cove MUD 1,WD,Chambers,5/4/24,78200000,Other,"Water, Sewer, & Drainage",B,1,0,Carried
Williamson County MUD 49,WD,Williamson,5/4/24,21500000,Other,Parks & Recreation,G,1,0,Carried
Waller County MUD 55A,WD,Waller,5/4/24,543400000,Other,"Water, Sewer, Drainage, & Refunding",B,1,0,Carried
Fort Bend County MUD 213,WD,Fort Bend,5/4/24,61000000,Other,Road & Refunding Roads,D,1,0,Carried
Waller County MUD 55A,WD,Waller,5/4/24,96700000,Other,Recreation & Refunding,C,1,0,Carried
Waller County MUD 55A,WD,Waller,5/4/24,570141000,Other,Road & Refunding Roads,D,1,0,Carried
Fort Bend County MUD 213,WD,Fort Bend,5/4/24,146000000,Other,"Water, Sewer, & Drainage",B,1,0,Carried
Tradition MUD 1,WD,Denton,5/4/24,576790000,Other,"Water, Sewer, Drainage, & Refunding",A,1,0,Carried
Fort Bend County MUD 213,WD,Fort Bend,5/4/24,20000000,Other,Recreation,C,1,0,Carried
Tradition MUD 1,WD,Denton,5/4/24,527345000,Other,Roads & Refunding Roads,B,1,0,Carried
Justin,CITY,Denton,11/7/23,9650000,Building,Community Center,B,316,801,Defeated
Denton,CITY,Denton,11/7/23,18235000,Building,City Hall,H,7210,7603,Defeated
Jersey Village,CITY,Harris,11/7/23,19000000,Other,Park,A,701,1020,Defeated
Justin,CITY,Denton,11/7/23,23400000,Building,Municipal Building,C,335,781,Defeated
Allen,CITY,Collin,11/7/23,1500000,Other,Art Project,C,4520,5620,Defeated
Justin,CITY,Denton,11/7/23,33400000,Building,Public Safety Building,A,347,769,Defeated
Abilene,CITY,Taylor,11/7/23,9000000,Other,Park,C,4584,5433,Defeated
Seabrook,CITY,Harris,11/7/23,27800000,Building,Public Safety Facilities,A,371,464,Defeated
Justin,CITY,Denton,11/7/23,21800000,Other,Fire Station Improvements,D,681,442,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,425000,Other,Public Improvements,D,1534,1230,Carried
Denton,CITY,Denton,11/7/23,45125000,Other,Street,A,10416,4523,Carried
Allen,CITY,Collin,11/7/23,83000000,Other,Police Station,E,6467,3817,Carried
Seabrook,CITY,Harris,11/7/23,1905000,Other,Fire Station Improvements,C,535,299,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,2200000,Other,Park,E,1803,980,Carried
Allen,CITY,Collin,11/7/23,17000000,Other,Parks & Recreation,B,5754,4416,Carried
Jersey Village,CITY,Harris,11/7/23,15800000,Other,Water & Sewer,B,948,771,Carried
Abilene,CITY,Taylor,11/7/23,28000000,Other,Recreation,B,5087,4903,Carried
Rosenberg,CITY,Fort Bend,11/7/23,18500000,Other,Public Safety,A,1361,782,Carried
Denton,CITY,Denton,11/7/23,15000000,Building,Affordable housing.,E,8712,6213,Carried
Georgetown,CITY,Williamson,11/7/23,56000000,Building,City Building,A,7472,7164,Carried
Northlake,CITY,Denton,11/7/23,45000000,Building,Sports Complex,A,786,436,Carried
Abilene,CITY,Taylor,11/7/23,15000000,Other,Zoo,A,5989,4117,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,16700000,Other,Fire Station Improvements,B,1777,1020,Carried
Greenville,CITY,Hunt,11/7/23,65000000,Other,Recreation,A,1947,1701,Carried
Rosenberg,CITY,Fort Bend,11/7/23,33000000,Building,City Building,B,1130,1006,Carried
Denton,CITY,Denton,11/7/23,49545000,Building,Library,G,8341,6591,Carried
Allen,CITY,Collin,11/7/23,47000000,Other,Street,A,8010,2287,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,10000000,Other,Street & Bridge,F,2424,370,Carried
Princeton,CITY,Collin,11/7/23,108100000,Other,Parks & Recreation,A,1149,462,Carried
Georgetown,CITY,Williamson,11/7/23,15000000,Other,Animal Care & Control,C,9893,4843,Carried
Denton,CITY,Denton,11/7/23,42015000,Other,Public Safety,D,10157,4770,Carried
Allen,CITY,Collin,11/7/23,8000000,Other,Mobility Projects,D,6392,3816,Carried
Jersey Village,CITY,Harris,11/7/23,18000000,Other,Road & Bridge,C,878,841,Carried
Denton,CITY,Denton,11/7/23,47360000,Building,Event Center,F,8264,6606,Carried
Denton,CITY,Denton,11/7/23,58860000,Other,Flood Control,B,10606,4348,Carried
Princeton,CITY,Collin,11/7/23,1000000,Building,Library,B,1133,491,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,1430000,Other,Sidewalks,G,2047,742,Carried
Denton,CITY,Denton,11/7/23,33450000,Other,Park,C,9649,5276,Carried
Manor,CITY,Travis,11/7/23,15000000,Other,Economic Development,A,564,250,Carried
Manor,CITY,Travis,11/7/23,90000000,Building,City Hall,C,497,321,Carried
Seabrook,CITY,Harris,11/7/23,2400000,Other,Public Safety,B,519,316,Carried
Georgetown,CITY,Williamson,11/7/23,49000000,Other,Parks & Recreation,B,8682,6040,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,7300000,Other,Airport Improvements,A,1784,1003,Carried
Georgetown,CITY,Williamson,11/7/23,10000000,Building,Sports Complex,D,7564,7135,Carried
Manor,CITY,Travis,11/7/23,61000000,Other,Parks & Recreation,B,572,245,Carried
Nacogdoches,CITY,Nacogdoches,11/7/23,5900000,Other,Drainage,C,2435,364,Carried
Meadowlakes,CITY,Burnet,11/7/23,7500000,Other,Golf Course,A,558,186,Carried
Fort Bend County,COUNTY,Fort Bend,11/7/23,153000000,Other,Parks & Recreation,B,41318,38797,Carried
Gregg County,COUNTY,Gregg,11/7/23,19000000,Other,Parking Garage,A,5944,4987,Carried
Fort Bend County,COUNTY,Fort Bend,11/7/23,712630000,Other,Mobility Projects,A,52220,28900,Carried
Travis County,COUNTY,Travis,11/7/23,276440000,Other,Park,B,108876,32323,Carried
Williamson County,COUNTY,Williamson,11/7/23,59000000,Other,Park,B,40770,27306,Carried
Lubbock County,COUNTY,Lubbock,11/7/23,35500000,Building,County Building,A,16170,11858,Carried
Collin County,COUNTY,Collin,11/7/23,22000000,Other,Park,D,59525,34492,Carried
Waller County,COUNTY,Waller,11/7/23,280000000,Other,Street & Bridge,A,1801,942,Carried
Collin County,COUNTY,Collin,11/7/23,5700000,Other,Animal Care & Control,B,61271,33272,Carried
Collin County,COUNTY,Collin,11/7/23,13300000,Building,CriminalJusticeCenter,C,51791,41338,Carried
Williamson County,COUNTY,Williamson,11/7/23,825000000,Other,Road,A,42310,25678,Carried
Travis County,COUNTY,Travis,11/7/23,233060000,Other,"Road: road, bridge, drainage and intersection improvement projects",A,106797,34141,Carried
Collin County,COUNTY,Collin,11/7/23,281000000,Building,Justice Center,A,49873,44152,Carried
Collin County,COUNTY,Collin,11/7/23,380000000,Other,Road,E,70742,24099,Carried
Jim Ned CISD,ISD,Taylor,11/7/23,7800000,Building,Auditorium,B,648,771,Defeated
Patton Springs ISD,ISD,Dickens,11/7/23,8200000,Other,School Building & Buses,A,72,109,Defeated
Bowie ISD,ISD,Montague,11/7/23,65800000,Building,School  Building,A,855,1079,Defeated
Silsbee ISD,ISD,Hardin,11/7/23,84500000,Other,School Building & Security,A,723,1238,Defeated
Comanche ISD,ISD,Comanche,11/7/23,36700000,Other,School Building & Security,A,492,668,Defeated
Waelder ISD,ISD,Gonzales,11/7/23,1100000,Other,Athletic Facilities Improvements,B,129,224,Defeated
Lewisville ISD,ISD,Denton,11/7/23,16250000,Building,Natatorium,E,14380,17976,Defeated
Goose Creek CISD,ISD,Harris-Chambers,11/7/23,24000000,Other,Stadium,B,2247,4277,Defeated
Greenville ISD,ISD,Hunt,11/7/23,32600000,Other,School Building Improvements,C,2275,2633,Defeated
Joshua ISD,ISD,Johnson,11/7/23,107140000,Other,School Building & Security,A,1654,1977,Defeated
Eagle Mt-Saginaw ISD,ISD,Tarrant,11/7/23,51000000,Building,Natatorium,D,4193,5865,Defeated
Abernathy ISD,ISD,Hale,11/7/23,5900000,Building,Community Center,C,69,79,Defeated
Longview ISD,ISD,Gregg,11/7/23,291894025,Other,School Building & Security,A,2696,2904,Defeated
Edna ISD,ISD,Jackson,11/7/23,19000000,Other,SchoolBuildingAthleticImprovements,A,360,1147,Defeated
Lexington ISD,ISD,Lee,11/7/23,47700000,Building,School  Building,A,202,489,Defeated
College Station ISD,ISD,Brazos,11/7/23,13270000,Other,Athletic Facilities Improvements,D,5088,5615,Defeated
Gainesville ISD,ISD,Cooke,11/7/23,25000000,Building,Auditorium,B,648,1242,Defeated
Katy ISD,ISD,Harris,11/7/23,4195456,Building,Natatorium,C,14802,17142,Defeated
Chapel Hill ISDb,ISD,Titus,11/7/23,9300000,Building,School  Building,A,334,340,Defeated
Lewisville ISD,ISD,Denton,11/7/23,31376000,Other,Recreation,D,13860,18571,Defeated
Greenville ISD,ISD,Hunt,11/7/23,120000000,Other,SchoolBuildingAthleticImprovements,A,2432,2519,Defeated
Longview ISD,ISD,Gregg,11/7/23,67821235,Building,Multi-Pupose Center,B,2588,3006,Defeated
Cleveland ISD,ISD,Liberty,11/7/23,125000000,Building,School  Building,A,497,784,Defeated
Springtown ISD,ISD,Parker,11/7/23,120780000,Building,School  Building,A,1514,1980,Defeated
Gainesville ISD,ISD,Cooke,11/7/23,68760000,Other,School Building & Security,A,770,1114,Defeated
Santa Fe ISD,ISD,Galveston,11/7/23,93000000,Other,School Building & Security,A,2083,2231,Defeated
Eagle Mt-Saginaw ISD,ISD,Tarrant,11/7/23,47000000,Other,Athletic Facilities Improvements,C,4035,6044,Defeated
Katy ISD,ISD,Harris,11/7/23,29875472,Other,Athletic Facilities Improvements,D,14132,17840,Defeated
Patton Springs ISD,ISD,Dickens,11/7/23,800000,Building,Housing Facility,B,76,104,Defeated
Goose Creek CISD,ISD,Harris-Chambers,11/7/23,20000000,Other,Technology,C,2384,4110,Defeated
Conroe ISD,ISD,Montgomery,11/7/23,22900000,Building,Natatorium,D,20662,21303,Defeated
Aquilla ISD,ISD,Hill,11/7/23,11400000,Other,School Building & Security,A,218,239,Defeated
Decatur ISD,ISD,Wise,11/7/23,7379500,Other,Technology,C,630,817,Defeated
Ector County ISD,ISD,Ector,11/7/23,3750000,Other,Athletic Facilities Improvements,C,4465,5269,Defeated
Lamar CISD,ISD,Fort Bend,11/7/23,15000000,Other,Stadium,A,8775,10660,Defeated
Poolville ISD,ISD,Parker,11/7/23,45000000,Building,School  Building,A,282,285,Defeated
Edcouch-Elsa ISD,ISD,Hidalgo,11/7/23,30000000,Other,School Building & Security,A,371,417,Defeated
Brackett ISD,ISD,Kinney,11/7/23,49000000,Other,SchoolBuildingAthleticImprovements,A,209,716,Defeated
Utopia ISD,ISD,Uvalde,11/7/23,58000000,Building,School  Building,A,126,539,Defeated
Lewisville ISD,ISD,Denton,11/7/23,131818000,Building,Multi-Pupose Center,G,14059,18252,Defeated
Goose Creek CISD,ISD,Harris-Chambers,11/7/23,342310000,Other,School Building & Security,A,2872,3691,Defeated
Gonzales ISD,ISD,Gonzales,11/7/23,44480000,Other,Athletic Facilities Improvements,B,915,1475,Defeated
Three Rivers ISD,ISD,Live Oak,11/7/23,8700000,Other,Athletic Facilities Improvements,B,176,189,Defeated
Merkel ISD,ISD,Taylor,11/7/23,24616200,Building,School  Building,A,320,422,Defeated
Decatur ISD,ISD,Wise,11/7/23,54910075,Building,School  Building,A,637,818,Defeated
Ingleside ISD,ISD,San Patricio,11/7/23,19000000,Other,School Building & Security,A,329,448,Defeated
College Station ISD,ISD,Brazos,11/7/23,38475000,Other,Stadium,C,5089,5630,Defeated
Lewisville ISD,ISD,Denton,11/7/23,19999000,Other,Stadium,F,14380,18065,Defeated
Graford ISD,ISD,Palo Pinto,11/7/23,85250000,Building,School  Building,A,3,3,Defeated
Crosby ISD,ISD,Harris,11/7/23,85000000,Building,School  Building,A,1072,1989,Defeated
Wylie ISDb,ISD,Taylor,11/7/23,29000000,Building,Community Center,B,2145,2737,Defeated
Bandera ISD,ISD,Bandera,11/7/23,40000000,Other,School Building & Security,A,1474,2412,Defeated
Prosper ISD,ISD,Collin,11/7/23,102425000,Other,Stadium,C,4767,5533,Defeated
Greenville ISD,ISD,Hunt,11/7/23,36400000,Building,School  Building,B,2347,2551,Defeated
Ector County ISD,ISD,Ector,11/7/23,8096000,Other,Stadium,B,4670,5072,Defeated
Waelder ISD,ISD,Gonzales,11/7/23,5826000,Building,School  Building,A,135,220,Defeated
Lexington ISD,ISD,Lee,11/7/23,3300000,Other,Stadium,B,179,509,Defeated
Decatur ISD,ISD,Wise,11/7/23,5771700,Other,Stadium,B,382,1071,Defeated
Merkel ISD,ISD,Taylor,11/7/23,2240000,Other,Stadium,B,311,431,Defeated
Panhandle ISD,ISD,Carson,11/7/23,5624305,Other,Athletic Facilities Improvements,B,399,408,Defeated
Bridgeport ISD,ISD,Wise,11/7/23,128000000,Other,School Building & Buses,A,858,1008,Defeated
Bridgeport ISD,ISD,Wise,11/7/23,6000000,Other,Technology,C,856,995,Defeated
Bridgeport ISD,ISD,Wise,11/7/23,11000000,Other,Stadium,B,752,1103,Defeated
Granbury ISD,ISD,Hood,11/7/23,151700000,Other,School Building & Buses,B,6187,6186,Carried
Karnes City ISD,ISD,Karnes,11/7/23,15000000,Building,School  Building,A,364,68,Carried
Tuloso-Midway ISD,ISD,Nueces,11/7/23,7800000,Building,Natatorium,B,651,591,Carried
College Station ISD,ISD,Brazos,11/7/23,14145000,Other,Technology,B,6623,4110,Carried
Schulenburg ISD,ISD,Fayette,11/7/23,7300000,Other,Athletic Facilities Improvements,B,376,263,Carried
Mart ISD,ISD,McLennan,11/7/23,5000000,Other,Stadium,B,225,157,Carried
San Perlita ISD,ISD,Willacy,11/7/23,10000000,Other,School Building & Buses,A,121,37,Carried
Devine ISD,ISD,Medina,11/7/23,11255000,Other,School Building & Security,A,550,460,Carried
Hurst-Euless-Bedford ISD,ISD,Tarrant,11/7/23,979300000,Other,School Building & Security,A,9014,6717,Carried
Canton ISD,ISD,Van Zandt,11/7/23,102625000,Building,School  Building,A,1331,1074,Carried
Mart ISD,ISD,McLennan,11/7/23,12000000,Building,Multi-Pupose Center,C,202,181,Carried
Covington ISD,ISD,Hill,11/7/23,9997000,Building,School  Building,A,143,136,Carried
Burkeville ISD,ISD,Newton,11/7/23,5000000,Other,School Building & Buses,A,219,199,Carried
Prosper ISD,ISD,Collin,11/7/23,2439575000,Other,School Building & Buses,A,6786,3550,Carried
Terrell County ISD,ISD,Terrell,11/7/23,5400000,Building,School  Building,A,118,84,Carried
Tuloso-Midway ISD,ISD,Nueces,11/7/23,5000000,Other,Athletic Facilities Improvements,C,625,617,Carried
Collinsville ISD,ISD,Grayson,11/7/23,16000000,Other,School Building & Security,A,349,324,Carried
Aldine ISD,ISD,Harris,11/7/23,122282967,Building,Performing Arts,C,6911,5623,Carried
Santo ISD,ISD,Palo Pinto,11/7/23,27000000,Building,School  Building,A,484,397,Carried
Gonzales ISD,ISD,Gonzales,11/7/23,50600000,Other,School Building & Security,A,1203,1181,Carried
Wylie ISDa,ISD,Collin,11/7/23,298145000,Other,School Building & Technology,A,3973,3266,Carried
Calhoun Co ISD,ISD,Calhoun,11/7/23,25000000,Building,School  Building,A,1087,929,Carried
Mart ISD,ISD,McLennan,11/7/23,33000000,Building,School  Building,A,252,132,Carried
Salado ISD,ISD,Bell,11/7/23,235960000,Building,School  Building,A,1880,1084,Carried
Katy ISD,ISD,Harris,11/7/23,83567360,Other,Technology,B,18210,13881,Carried
Wylie ISDb,ISD,Taylor,11/7/23,234000000,Other,"School Building, Buses & Technology",A,2842,2062,Carried
Schulenburg ISD,ISD,Fayette,11/7/23,12200000,Building,Performing Arts,A,358,274,Carried
Nocona ISD,ISD,Montague,11/7/23,19000000,Other,SchoolBuildingAthleticImprovements,A,463,395,Carried
Weslaco ISD,ISD,Hidalgo,11/7/23,10000000,Other,Athletic Facilities Improvements,C,2846,2821,Carried
Karnack ISD,ISD,Harrison,11/7/23,575000,Other,Buses,A,195,129,Carried
Conroe ISD,ISD,Montgomery,11/7/23,40000000,Other,Technology,B,24569,17542,Carried
Pine Tree ISD,ISD,Gregg,11/7/23,55000000,Other,SchoolBuildingAthleticImprovements,A,1483,1031,Carried
Three Rivers ISD,ISD,Live Oak,11/7/23,8600000,Building,School  Building,A,250,115,Carried
Clear Creek ISD,ISD,Galveston,11/7/23,265000000,Other,School Building & Security,A,11455,8896,Carried
Abernathy ISD,ISD,Hale,11/7/23,750000,Other,Stadium,B,74,73,Carried
Canton ISD,ISD,Van Zandt,11/7/23,12075000,Building,Multi-Pupose Center,B,1251,1146,Carried
Katy ISD,ISD,Harris,11/7/23,722992054,Other,School Building & Buses,A,18925,13261,Carried
Como-Pickton ISD,ISD,Hopkins-Wood,11/7/23,29500000,Building,Educational Center,A,2,1,Carried
Hurst-Euless-Bedford ISD,ISD,Tarrant,11/7/23,18000000,Other,Technology,B,9153,6510,Carried
Orangefield ISD,ISD,Orange,11/7/23,42900000,Building,School  Building,A,602,266,Carried
Greenwood ISD,ISD,Midland,11/7/23,198770000,Building,School  Building,A,1383,539,Carried
Weslaco ISD,ISD,Hidalgo,11/7/23,10000000,Other,School Building Improvements,B,3044,2642,Carried
Moody ISD,ISD,McLennan,11/7/23,12000000,Building,School  Building,A,233,163,Carried
Eagle Mt-Saginaw ISD,ISD,Tarrant,11/7/23,20200000,Other,Technology,B,5181,4909,Carried
Greenwood ISD,ISD,Midland,11/7/23,87000000,Building,Multi-Pupose Center,B,1185,734,Carried
Aldine ISD,ISD,Harris,11/7/23,1622325679,Other,School Building & Security,A,8707,4034,Carried
Conroe ISD,ISD,Montgomery,11/7/23,112877000,Other,SchoolBuildingAthleticImprovements,C,24707,17351,Carried
Aldine ISD,ISD,Harris,11/7/23,65547500,Other,Technology,B,8208,4456,Carried
Ector County ISD,ISD,Ector,11/7/23,424263000,Other,School Building & Buses,A,5557,4222,Carried
Abernathy ISD,ISD,Hale,11/7/23,2600000,Other,School Building & Buses,A,90,59,Carried
